"","FID","year","fire_id"
"49","CT51",2002,"CA3705511853620020826"
"50","CT55",2009,"CA3759312148820090813"
"51","CT55",2006,"CA3766912150220090619"
"52","CT55",2009,"CA3767712151320060711"
"53","CT3",2005,"CA3485211888620030630"
"54","CT3",2003,"CA3490211891020030720"
"55","CT3",2003,"CA3481111887720050903"
"56","CT3",2010,"CA3483911890520100824"
"57","CT7",2003,"CA3504112020920030810"
"58","CT7",2010,"CA3505011989520061011"
"59","CT7",2006,"CA3506111988620100515"
"60","CT7",2008,"CA3507212030220081108"
"61","CT8",2006,"CA3515111961720000722"
"62","CT8",2017,"CA3521111967620060529"
"63","CT8",2016,"CA3511611978620100515"
"64","CT8",2000,"CA3504011960120160605"
"65","CT8",2010,"CA3496111944820170718"
"66","CT9",2003,"CA3490211891020030720"
"67","CT9",2006,"CA3491311929720060722"
"68","CT10",2011,"CA3518011847820030721"
"69","CT10",2011,"CA3521211873720160701"
"70","CT10",2016,"CA3506611841220100717"
"71","CT10",2011,"CA3507211843420110904"
"72","CT10",2005,"CA3509311838420050709"
"73","CT10",2010,"CA3511711878320110910"
"74","CT10",2007,"CA3511811837820110910"
"75","CT10",2003,"CA3498611843120070624"
"76","CT11",2011,"CA3507211843420110904"
"77","CT11",2005,"CA3509311838420050709"
"78","CT11",2012,"CA3510511831220120717"
"79","CT11",2007,"CA3498611843120070624"
"80","CT14",2002,"CA3537112044520150620"
"81","CT14",2017,"CA3541612046820030720"
"82","CT14",2010,"CA3543312052720020719"
"83","CT14",2003,"CA3532912032020100821"
"84","CT14",2015,"CA3539712049820170626"
"85","CT15",2011,"CA3521111967620060529"
"86","CT15",2006,"CA3550411987920110619"
"87","CT15",2006,"CA3528111983720060711"
"88","CT17",2011,"CA3539511864020110910"
"89","CT17",2003,"CA3521211873720160701"
"90","CT17",2011,"CA3553911883420050921"
"91","CT17",2016,"CA3531111866520030617"
"92","CT17",2011,"CA3511711878320110910"
"93","CT17",2017,"CA3511811837820110910"
"94","CT17",2005,"CA3539711882220170630"
"95","CT18",2003,"CA3539511864020110910"
"96","CT18",2011,"CA3541611826720060805"
"97","CT18",2010,"CA3543011843920030723"
"98","CT18",2006,"CA3518011847820030721"
"99","CT18",2000,"CA3549111846320000801"
"100","CT18",2012,"CA3549511834020080628"
"101","CT18",2011,"CA3552511846520120804"
"102","CT18",2016,"CA3555411854220100912"
"103","CT18",2000,"CA3525911854920000802"
"104","CT18",2008,"CA3561311846620160623"
"105","CT18",2012,"CA3534111823820120810"
"106","CT18",2003,"CA3511811837820110910"
"107","CT21",2016,"CA3576812083120050622"
"108","CT21",2016,"CA3577412082220160518"
"109","CT21",2005,"CA3567012100420160813"
"110","CT22",2016,"CA3577412082220160518"
"111","CT22",2017,"CA3579412067920170709"
"112","CT23",2002,"CA3575711999720060604"
"113","CT23",2006,"CA3568812008020060803"
"114","CT23",2017,"CA3568912021220020609"
"115","CT23",2006,"CA3589912026320170710"
"116","CT24",2006,"CA3562411976820070620"
"117","CT24",2007,"CA3582111951120060527"
"118","CT25",2010,"CA3575211893120110621"
"119","CT25",2017,"CA3582111899420100604"
"120","CT25",2011,"CA3560211908420170706"
"121","CT26",2002,"CA3574911839820070429"
"122","CT26",2010,"CA3606711840020020721"
"123","CT26",2017,"CA3555411854220100912"
"124","CT26",2010,"CA3560711850020020615"
"125","CT26",2016,"CA3561311846620160623"
"126","CT26",2011,"CA3564111839020110527"
"127","CT26",2007,"CA3581211845020100726"
"128","CT26",2002,"CA3569311842220050709"
"129","CT26",2017,"CA3571711855520140613"
"130","CT26",2016,"CA3572611847920140818"
"131","CT26",2017,"CA3574511858420160816"
"132","CT26",2014,"CA3553111864820170730"
"133","CT26",2005,"CA3557211858220170618"
"134","CT26",2014,"CA3575611840320170901"
"135","CT27",2016,"CA3593011818220000722"
"136","CT27",2011,"CA3549511834020080628"
"137","CT27",2000,"CA3561311846620160623"
"138","CT27",2010,"CA3564111839020110527"
"139","CT27",2016,"CA3564211814820140711"
"140","CT27",2010,"CA3578311796620100716"
"141","CT27",2014,"CA3570811796820100718"
"142","CT27",2008,"CA3584111804120160601"
"143","CT30",2006,"CA3592812029720070810"
"144","CT30",2016,"CA3608212045920160702"
"145","CT30",2017,"CA3608912052220160809"
"146","CT30",2017,"CA3612012040220060513"
"147","CT30",2016,"CA3615912025120061025"
"148","CT30",2017,"CA3589912026320170710"
"149","CT30",2017,"CA3603212047720170717"
"150","CT30",2007,"CA3606812023620170420"
"151","CT30",2017,"CA3611812036120170518"
"152","CT30",2006,"CA3622112046120170703"
"153","CT33",2006,"CA3603411887520080826"
"154","CT33",2004,"CA3593111892520020622"
"155","CT33",2016,"CA3604211878120070706"
"156","CT33",2007,"CA3606111889420060720"
"157","CT33",2002,"CA3598411885320070603"
"158","CT33",2017,"CA3598611856520161030"
"159","CT33",2007,"CA3617411872220040812"
"160","CT33",2017,"CA3602811896220170730"
"161","CT33",2008,"CA3615911869620170829"
"162","CT34",2003,"CA3587811842820070603"
"163","CT34",2006,"CA3593011818220000722"
"164","CT34",2010,"CA3606711840020020721"
"165","CT34",2008,"CA3608411857220161004"
"166","CT34",2005,"CA3598611856520161030"
"167","CT34",2016,"CA3610811818320050724"
"168","CT34",2000,"CA3611811821020030903"
"169","CT34",2017,"CA3613311808420080531"
"170","CT34",2009,"CA3614511817320060726"
"171","CT34",2009,"CA3614911850520120601"
"172","CT34",2002,"CA3615311821420090721"
"173","CT34",2013,"CA3616811829320090630"
"174","CT34",2007,"CA3581211845020100726"
"175","CT34",2017,"CA3620811844420130823"
"176","CT34",2012,"CA3609911841220170624"
"177","CT34",2016,"CA3624711830320170803"
"178","CT34",2017,"CA3627011849820170925"
"179","CT35",2008,"CA3593011818220000722"
"180","CT35",2000,"CA3613311808420080531"
"181","CT35",2003,"CA3621511813520030827"
"182","CT6",2015,"CA3537112044520150620"
"183","CT13",2015,"CA3537112044520150620"
"184","CT14",2015,"CA3537112044520150620"
"185","CT22",2015,"CA3537112044520150620"
"186","CT18",2014,"CA3571711855520140613"
"187","CT26",2014,"CA3571711855520140613"
"188","CT27",2014,"CA3571711855520140613"
"189","CT34",2014,"CA3571711855520140613"
